Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","An","250002842","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","An","252251308","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","An","259233502","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","An","260733981","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","An","262602781","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","An","263586918","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","An","259741322","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","An","264801099","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","An","269300846","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","An","273071332","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","An","274991598","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","An","279899103","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","An","284589750","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","An","284962497","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","An","283023315","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","An","281886713","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","An","281046652","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","An","283116733","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","An","287162887","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","An","287064608","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","An","284069737","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","An","286000799","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","An","290237525","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","An","295182307","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","An","298567955","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","An","297032662","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","An","299857123","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","304079967","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","309870057","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1961","1961","1000 An","6577111","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1962","1962","1000 An","6852797","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1963","1963","1000 An","7219168","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1964","1964","1000 An","7494365","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1965","1965","1000 An","8119314","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1966","1966","1000 An","8276598","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1967","1967","1000 An","9158117","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1968","1968","1000 An","9473743","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1969","1969","1000 An","10157365","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1970","1970","1000 An","11033162","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1971","1971","1000 An","11389255","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1972","1972","1000 An","12168049","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1973","1973","1000 An","12703582","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1974","1974","1000 An","13189074","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1975","1975","1000 An","13381722","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1976","1976","1000 An","14285931","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1977","1977","1000 An","15192622","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1978","1978","1000 An","16214210","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1979","1979","1000 An","17451282","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1980","1980","1000 An","18391395","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1981","1981","1000 An","19352411","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1982","1982","1000 An","20021114","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1983","1983","1000 An","20480016","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1984","1984","1000 An","20860399","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1985","1985","1000 An","21773906","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1986","1986","1000 An","22868225","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1987","1987","1000 An","24545053","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1988","1988","1000 An","25490207","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1989","1989","1000 An","25862181","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1990","1990","1000 An","27184043","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1991","1991","1000 An","28221868","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1992","1992","1000 An","29310679","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1993","1993","1000 An","30768941","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1994","1994","1000 An","32084680","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1995","1995","1000 An","34093100","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1996","1996","1000 An","34967465","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1997","1997","1000 An","36350665","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1998","1998","1000 An","37084722","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1999","1999","1000 An","38952807","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2000","2000","1000 An","40489937","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2001","2001","1000 An","41958501","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2002","2002","1000 An","43590097","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2003","2003","1000 An","44271423","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2004","2004","1000 An","45189205","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2005","2005","1000 An","47372875","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2006","2006","1000 An","48204744","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2007","2007","1000 An","51079069","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2008","2008","1000 An","53486988","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2009","2009","1000 An","55371605","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2010","2010","1000 An","56605138","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2011","2011","1000 An","58222743","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2012","2012","1000 An","59392739","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2013","2013","1000 An","60351238","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2014","2014","1000 An","61854598","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2015","2015","1000 An","64004691","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2016","2016","1000 An","65550296","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2017","2017","1000 An","68761838","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2018","2018","1000 An","70093548","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2019","2019","1000 An","72331345","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2020","2020","1000 An","72986239","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2021","2021","1000 An","73543292","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","74786130","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","76245629","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1961","1961","1000 An","226713","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1962","1962","1000 An","235197","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1963","1963","1000 An","250608","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1964","1964","1000 An","258949","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1965","1965","1000 An","272838","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1966","1966","1000 An","283829","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1967","1967","1000 An","293365","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1968","1968","1000 An","304553","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1969","1969","1000 An","315310","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1970","1970","1000 An","336631","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1971","1971","1000 An","350875","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1972","1972","1000 An","358449","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1973","1973","1000 An","373609","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1974","1974","1000 An","386389","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1975","1975","1000 An","381434","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1976","1976","1000 An","396430","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1977","1977","1000 An","416215","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1978","1978","1000 An","441339","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1979","1979","1000 An","479383","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1980","1980","1000 An","479245","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1981","1981","1000 An","502921","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1982","1982","1000 An","523895","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1983","1983","1000 An","545569","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1984","1984","1000 An","560407","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1985","1985","1000 An","583083","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1986","1986","1000 An","629610","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1987","1987","1000 An","687256","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1988","1988","1000 An","730986","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1989","1989","1000 An","749728","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1990","1990","1000 An","812102","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1991","1991","1000 An","915671","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1992","1992","1000 An","1008941","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1993","1993","1000 An","1176906","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1994","1994","1000 An","1280874","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1995","1995","1000 An","1436374","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1996","1996","1000 An","1495920","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1997","1997","1000 An","1610422","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1998","1998","1000 An","1734023","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","1999","1999","1000 An","2039147","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2000","2000","1000 An","1956680","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2001","2001","1000 An","2020011","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2002","2002","1000 An","1986342","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2003","2003","1000 An","2063769","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2004","2004","1000 An","2096025","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2005","2005","1000 An","2279127","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2006","2006","1000 An","2263059","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2007","2007","1000 An","2426883","E","Estimated value",""
